City,Month,Product_Type,Marketing_Channel,Customer_Income_Level,Marketing_Budget_INR,Discount_Rate,Conversion_Rate,Num_Sales,Sales_Revenue_INR,ROI,Customer_Age
Delhi,2023-02,FMCG,Print,Medium,2776459,0.14,0.036,113945,146989050,52.94,30
Pune,2023-09,Clothing,Radio,High,2614956,0.13,0.102,301399,524434260,200.55,22
Ahmedabad,2023-03,Healthcare,Print,High,2685765,0.29,0.133,460796,1145078060,426.35,30
Bangalore,2023-12,Furniture,Radio,High,2528016,0.28,0.03,97075,279576000,110.59,22
Mumbai,2023-07,Clothing,Digital,High,1573256,0.19,0.028,52420,84920400,53.98,65
Bangalore,2023-08,FMCG,TV,Medium,823111,0.3,0.053,56712,59547600,72.34,40
Hyderabad,2023-02,Electronics,TV,Medium,2614014,0.3,0.033,112141,392493500,150.15,30
Mumbai,2023-06,Furniture,Outdoor,High,670625,0.14,0.025,19112,65745280,98.04,65
Hyderabad,2023-11,Clothing,Outdoor,High,2796798,0.16,0.105,340649,572290320,204.62,30
Hyderabad,2023-08,FMCG,Digital,Medium,664033,0.29,0.04,34264,36491160,54.95,53
Delhi,2023-07,Clothing,TV,Medium,1317994,0.2,0.103,162904,260646400,197.76,22
Delhi,2023-11,Healthcare,Outdoor,Low,1547328,0.1,0.131,222969,702352350,453.91,22
Kanpur,2023-03,Furniture,Print,High,1181425,0.22,0.101,145575,454194000,384.45,65
Kolkata,2023-01,Electronics,Radio,Low,2236020,0.1,0.027,66409,298840500,133.65,53
Kanpur,2023-06,FMCG,Outdoor,Medium,1799558,0.13,0.09,183015,238834575,132.72,40
Kanpur,2023-08,Clothing,Digital,Medium,2140980,0.11,0.065,154471,274958380,128.43,53
Kolkata,2023-06,Furniture,TV,High,1086566,0.11,0.058,69953,249032680,229.19,53
Chennai,2023-05,Clothing,Digital,Low,1449958,0.05,0.055,83735,159096500,109.72,40
Mumbai,2023-11,Furniture,Radio,Medium,736999,0.27,0.14,131038,382630960,519.17,40
Surat,2023-12,Healthcare,Radio,Low,2139275,0.12,0.114,273142,841277360,393.25,53
Kanpur,2023-08,Clothing,Digital,Low,1756838,0.07,0.029,54514,101396039,57.72,30
Pune,2023-02,Healthcare,Outdoor,Low,691141,0.07,0.077,56943,185349465,268.18,30
Pune,2023-12,FMCG,Outdoor,Low,1091020,0.19,0.055,71407,86759505,79.52,53
Hyderabad,2023-01,Healthcare,TV,Low,2059211,0.3,0.147,393515,964111750,468.19,30
Kolkata,2023-01,Furniture,TV,High,1982976,0.09,0.147,317732,1156544480,583.24,40
Hyderabad,2023-04,FMCG,Print,High,2358406,0.07,0.055,138792,193614840,82.1,40
Ahmedabad,2023-06,Clothing,Print,Low,2152770,0.16,0.059,147335,247522800,114.98,30
Ahmedabad,2023-09,Clothing,TV,High,856539,0.19,0.094,95812,155215440,181.21,40
Surat,2023-01,Furniture,Print,Medium,2795007,0.12,0.077,241041,848464320,303.56,22
Delhi,2023-12,Electronics,Digital,Low,2359572,0.13,0.04,106652,463936200,196.62,40
Delhi,2023-01,Electronics,Outdoor,High,2322581,0.16,0.102,274807,1154189400,496.94,53
Kolkata,2023-05,Clothing,Print,High,2446562,0.13,0.057,157583,274194420,112.07,65
Kolkata,2023-10,Furniture,Print,Medium,2487053,0.28,0.102,324709,935161920,376.01,30
Kanpur,2023-05,Electronics,Digital,Medium,2173054,0.06,0.064,147419,692869300,318.85,30
Ahmedabad,2023-05,Healthcare,Radio,Medium,1493800,0.11,0.108,179076,557821740,373.42,40
Kanpur,2023-10,Clothing,TV,Medium,1701691,0.25,0.103,219092,328638000,193.12,40
Delhi,2023-06,Healthcare,Digital,Low,1470638,0.26,0.081,150093,388740870,264.33,65
Mumbai,2023-08,Furniture,Radio,High,852624,0.08,0.109,100370,369361600,433.21,65
Mumbai,2023-03,Healthcare,Digital,High,2699002,0.29,0.075,261128,648903080,240.42,53
Kolkata,2023-09,Electronics,Outdoor,Medium,1537033,0.22,0.026,48754,190140600,123.71,22
Hyderabad,2023-01,Electronics,Digital,High,2521406,0.12,0.035,98839,434891600,172.48,53
Delhi,2023-04,FMCG,Digital,High,2990170,0.16,0.044,152618,192298680,64.31,30
Mumbai,2023-09,Clothing,Outdoor,High,2307591,0.12,0.019,49105,86424800,37.45,40
Delhi,2023-08,Furniture,TV,Medium,2687089,0.09,0.11,322181,1172738840,436.43,53
Bangalore,2023-10,Clothing,Radio,High,1172741,0.12,0.061,80121,141012960,120.24,40
Pune,2023-09,Healthcare,Print,High,1319696,0.2,0.023,36423,101984400,77.28,40
Ahmedabad,2023-01,Furniture,TV,High,1008867,0.26,0.125,158896,470332160,466.2,53
Kanpur,2023-09,Furniture,Digital,Low,674036,0.14,0.106,81450,280188000,415.69,53
Delhi,2023-03,Electronics,Print,Low,2865206,0.14,0.073,238442,1025300600,357.85,65
Pune,2023-11,Healthcare,Outdoor,High,1987957,0.17,0.045,104665,304051825,152.95,22
Bangalore,2023-12,Electronics,TV,High,2846072,0.21,0.031,106756,421686200,148.16,65
Kanpur,2023-10,Electronics,Radio,High,1319253,0.24,0.074,121054,460005200,348.69,22
Delhi,2023-09,FMCG,TV,High,876437,0.13,0.134,132710,173186550,197.6,53
Kolkata,2023-01,Electronics,TV,High,1461896,0.2,0.036,63153,252612000,172.8,22
Pune,2023-01,Clothing,Print,High,1990395,0.15,0.09,206005,350208500,175.95,30
Kanpur,2023-09,Furniture,Outdoor,Low,853034,0.23,0.145,152138,468585040,549.32,65
Delhi,2023-11,Electronics,Outdoor,Medium,1531998,0.09,0.099,165317,752192350,490.99,65
Pune,2023-06,Clothing,TV,High,1810645,0.11,0.072,144706,257576680,142.26,65
Bangalore,2023-04,Healthcare,Outdoor,High,1757206,0.16,0.11,224219,659203860,375.14,40
Delhi,2023-07,Furniture,Print,High,2097908,0.27,0.125,333042,972482640,463.55,40
Delhi,2023-05,Healthcare,Print,Medium,977603,0.19,0.093,108191,306721485,313.75,53
Delhi,2023-10,Clothing,Radio,High,1329241,0.29,0.132,226343,321407060,241.8,53
Surat,2023-07,Healthcare,Outdoor,High,2804987,0.08,0.082,248409,799876980,285.16,40
Kolkata,2023-08,Healthcare,Radio,Medium,704636,0.17,0.126,103877,301762685,428.25,65
Bangalore,2023-08,Healthcare,Digital,High,1893201,0.15,0.143,311336,926224600,489.24,40
Kanpur,2023-01,Electronics,Print,Medium,2635655,0.2,0.08,253022,1012088000,384.0,22
Surat,2023-08,Electronics,TV,Medium,2436457,0.25,0.095,289329,1084983750,445.31,65
Hyderabad,2023-06,Electronics,Print,High,1143043,0.26,0.095,136822,506241400,442.89,40
Surat,2023-04,Furniture,Digital,Low,2894455,0.22,0.119,420216,1311073920,452.96,53
Ahmedabad,2023-12,Clothing,TV,Low,2861548,0.21,0.125,432809,683838220,238.97,40
Ahmedabad,2023-08,Electronics,Outdoor,High,2306131,0.29,0.014,41648,147850400,64.11,30
Delhi,2023-03,Healthcare,Outdoor,Medium,2450471,0.15,0.113,318438,947353050,386.6,40
Surat,2023-04,Healthcare,Print,Medium,1283416,0.26,0.12,194052,502594680,391.61,65
Hyderabad,2023-06,Healthcare,TV,Medium,1277139,0.28,0.108,176551,444908520,348.36,40
Surat,2023-11,Healthcare,TV,High,881888,0.17,0.11,113498,329711690,373.87,53
Kolkata,2023-07,FMCG,Radio,Low,544810,0.23,0.016,10721,12382755,22.73,22
Kolkata,2023-04,Furniture,Digital,Medium,2655871,0.14,0.072,217993,749895920,282.35,30
Hyderabad,2023-04,Clothing,Outdoor,Medium,2477806,0.09,0.125,337601,614433820,247.97,65
Surat,2023-07,Clothing,Print,High,1989215,0.2,0.141,336575,538520000,270.72,53
Pune,2023-06,Electronics,TV,Low,1790596,0.1,0.042,82725,372262500,207.9,30
Kolkata,2023-11,FMCG,Outdoor,Low,1231830,0.16,0.091,130031,163839060,133.0,40
Kolkata,2023-08,Clothing,Print,High,1316427,0.27,0.123,205639,300232940,228.07,30
Mumbai,2023-01,Furniture,Outdoor,Low,1157037,0.07,0.115,142373,529627559,457.74,22
Surat,2023-10,Healthcare,Print,High,1380210,0.06,0.097,141913,466893770,338.28,30
Kolkata,2023-11,Electronics,Outdoor,Medium,2356900,0.2,0.013,36767,147068000,62.4,30
Bangalore,2023-07,Furniture,Radio,High,1439618,0.13,0.111,180571,628387080,436.5,40
Surat,2023-12,Clothing,Digital,Medium,2790789,0.15,0.118,378710,643807000,230.69,40
Ahmedabad,2023-07,FMCG,Outdoor,High,560753,0.15,0.111,71580,91264500,162.75,65
Mumbai,2023-11,Electronics,Digital,Medium,683937,0.07,0.117,85622,398142300,582.13,40
Kolkata,2023-07,Clothing,Outdoor,Medium,1666395,0.05,0.07,122480,232712000,139.65,30
Mumbai,2023-07,Electronics,TV,High,2825292,0.27,0.149,534630,1951399500,690.69,22
Ahmedabad,2023-10,Clothing,Radio,Medium,681756,0.1,0.118,88491,159283800,233.64,40
Hyderabad,2023-10,Healthcare,Radio,Low,2129302,0.16,0.091,224769,660820860,310.35,65
Hyderabad,2023-08,FMCG,Digital,High,2130178,0.29,0.141,387458,412642770,193.71,65
Surat,2023-09,Healthcare,TV,Low,1005302,0.26,0.137,173535,449455650,447.09,30
Ahmedabad,2023-09,Clothing,Print,Medium,943719,0.08,0.124,126382,232542880,246.41,40
Chennai,2023-02,Furniture,Radio,Medium,1231648,0.18,0.089,129347,424258160,344.46,40
Chennai,2023-07,Healthcare,TV,Medium,900267,0.23,0.084,93015,250675425,278.45,65
Surat,2023-07,Furniture,TV,High,556010,0.22,0.056,37986,118516320,213.16,40
Delhi,2023-04,Clothing,Digital,Medium,1150159,0.24,0.045,64178,97550560,84.81,30
Mumbai,2023-09,FMCG,TV,Low,608159,0.16,0.082,57848,72888480,119.85,22
Mumbai,2023-08,Furniture,TV,Low,2346403,0.09,0.091,232739,847169960,361.05,30
Hyderabad,2023-12,Clothing,Print,High,643905,0.17,0.044,33148,55025680,85.46,40
Chennai,2023-01,Furniture,Digital,Low,828278,0.21,0.139,139308,440213280,531.48,30
Kanpur,2023-02,Healthcare,Digital,High,1759551,0.2,0.088,185808,520262400,295.68,53
Kolkata,2023-02,Clothing,TV,High,2476177,0.07,0.084,222558,413957879,167.18,53
Kolkata,2023-12,Healthcare,Print,Medium,2020535,0.07,0.071,153500,499642500,247.28,40
Kolkata,2023-12,Electronics,Outdoor,Low,1374528,0.29,0.018,31916,113301800,82.43,40
Hyderabad,2023-11,Clothing,Radio,Low,2982563,0.09,0.134,435633,792852060,265.83,22
Ahmedabad,2023-08,Furniture,Digital,Low,755813,0.12,0.054,45711,160902720,212.89,30
Pune,2023-01,Electronics,Print,Medium,805607,0.24,0.1,99895,379601000,471.2,22
Chennai,2023-04,Healthcare,Print,High,833393,0.15,0.095,91048,270867800,325.02,40
Chennai,2023-10,Healthcare,TV,Low,1700052,0.1,0.092,172045,541941750,318.78,40
Kanpur,2023-12,Furniture,Radio,Low,1149093,0.17,0.084,112932,374934240,326.29,65
Mumbai,2023-05,Electronics,Digital,Low,1683602,0.19,0.035,70122,283994100,168.68,22
Delhi,2023-09,FMCG,Outdoor,Low,1394555,0.16,0.049,79266,99875160,71.62,40
Surat,2023-07,Furniture,TV,Medium,2464255,0.28,0.083,261802,753989760,305.97,53
Mumbai,2023-08,Healthcare,Digital,High,558407,0.12,0.121,75675,233079000,417.4,65
Ahmedabad,2023-11,Clothing,Digital,Low,1761012,0.22,0.07,150390,234608400,133.22,30
Surat,2023-09,Electronics,Print,Low,1841618,0.08,0.039,77568,356812800,193.75,65
Chennai,2023-07,FMCG,Radio,High,2250656,0.15,0.022,56941,72599775,32.26,30
Ahmedabad,2023-05,Clothing,Outdoor,Medium,736478,0.24,0.103,94062,142974240,194.13,53
Surat,2023-05,Electronics,Radio,Medium,2980628,0.11,0.069,228286,1015872700,340.83,30
Kanpur,2023-10,Furniture,Print,Medium,1594004,0.2,0.028,53558,171385600,107.52,22
Kanpur,2023-11,Furniture,Outdoor,Medium,1301859,0.09,0.104,147578,537183920,412.63,30
Bangalore,2023-06,Electronics,Outdoor,Low,988393,0.08,0.039,41631,191502600,193.75,30
Pune,2023-05,FMCG,TV,High,2118283,0.18,0.081,202465,249031950,117.56,65
Kanpur,2023-12,Electronics,Outdoor,High,1992857,0.22,0.053,128858,502546200,252.17,53
Chennai,2023-11,Clothing,Digital,High,2317352,0.08,0.14,350383,644704720,278.21,30
Delhi,2023-09,Clothing,Radio,Medium,2271423,0.28,0.042,122111,175839840,77.41,22
Kolkata,2023-03,Furniture,Radio,Medium,1373922,0.11,0.069,105228,374611680,272.66,65
Bangalore,2023-03,Electronics,TV,High,2343993,0.08,0.144,364537,1676870200,715.39,53
Kolkata,2023-07,Furniture,Outdoor,Low,663713,0.1,0.055,40154,144554400,217.8,53
Pune,2023-07,FMCG,Print,Medium,653969,0.09,0.1,71282,97299930,148.78,40
Surat,2023-06,Clothing,Digital,Low,828817,0.07,0.054,47889,89073539,107.47,22
Hyderabad,2023-03,Healthcare,TV,High,1536858,0.25,0.025,48026,126068250,82.03,65
Kanpur,2023-07,Healthcare,Outdoor,Medium,1996101,0.17,0.098,228872,664873160,333.09,65
Delhi,2023-05,Electronics,Print,Low,1009472,0.15,0.138,160203,680862750,674.47,22
Pune,2023-07,Electronics,Outdoor,Medium,2699928,0.29,0.073,254252,902594600,334.3,53
Kolkata,2023-02,Healthcare,TV,High,1650154,0.14,0.098,184355,554908550,336.28,30
Bangalore,2023-06,Electronics,Print,High,2665961,0.09,0.095,276060,1256073000,471.15,22
Kanpur,2023-08,Clothing,Print,High,2125485,0.12,0.068,161876,284901760,134.04,65
Chennai,2023-01,FMCG,Print,Low,1908449,0.11,0.096,203364,271490940,142.26,22
Kanpur,2023-04,FMCG,Print,Medium,1734732,0.17,0.046,93363,116236935,67.01,53
Bangalore,2023-11,Furniture,Outdoor,Medium,1039439,0.12,0.063,73342,258163840,248.37,40
Bangalore,2023-01,Clothing,Print,Medium,2148555,0.18,0.072,182541,299367240,139.33,40
Hyderabad,2023-01,Electronics,Outdoor,High,2504210,0.22,0.131,400222,1560865800,623.3,30
Kanpur,2023-10,Electronics,Print,Low,734722,0.24,0.059,53752,204257600,278.01,30
Kanpur,2023-12,Furniture,Print,High,2263155,0.23,0.099,275584,848798720,375.05,53
Hyderabad,2023-11,Furniture,TV,High,2319860,0.1,0.04,102073,367462800,158.4,30
Ahmedabad,2023-08,Electronics,Outdoor,Low,1121473,0.08,0.045,54503,250713800,223.56,40
Ahmedabad,2023-07,Electronics,Outdoor,High,2182106,0.19,0.101,262267,1062181350,486.77,53
Surat,2023-12,Clothing,Radio,High,2044304,0.1,0.117,263101,473581800,231.66,53
Ahmedabad,2023-10,Furniture,TV,Medium,2271818,0.07,0.075,182313,678204359,298.53,53
Mumbai,2023-01,Clothing,Outdoor,Low,2860338,0.18,0.057,192386,315513040,110.31,22
Kanpur,2023-11,Electronics,TV,Low,2782142,0.13,0.137,430703,1873558050,673.42,30
Delhi,2023-02,Healthcare,TV,Medium,1700138,0.24,0.029,61136,162621760,95.65,65
Kanpur,2023-04,Healthcare,TV,Low,1458471,0.13,0.111,182936,557040120,381.93,40
Mumbai,2023-01,Electronics,Digital,Medium,1394501,0.29,0.107,192482,683311100,490.0,30
Mumbai,2023-03,Furniture,Outdoor,High,822794,0.24,0.107,109168,331870720,403.35,40
Kolkata,2023-08,Healthcare,TV,Low,1436521,0.06,0.141,214702,706369580,491.72,30
Kanpur,2023-08,Furniture,Digital,Low,2639463,0.18,0.112,348831,1144165680,433.48,65
Pune,2023-08,Healthcare,Digital,High,517171,0.19,0.052,32002,90725670,175.43,40
Mumbai,2023-06,Furniture,Print,High,2056688,0.22,0.059,148040,461884800,224.58,65
Delhi,2023-06,Healthcare,Print,Low,1357060,0.17,0.065,103204,299807620,220.92,40
Hyderabad,2023-05,Furniture,Outdoor,Low,737401,0.17,0.014,12078,40098960,54.38,22
Surat,2023-09,Clothing,Print,Low,2807577,0.14,0.138,441688,759703360,270.59,22
Kolkata,2023-04,Furniture,Outdoor,Medium,575315,0.12,0.02,12887,45362240,78.85,40
Hyderabad,2023-10,Clothing,Digital,Low,825768,0.29,0.108,115045,163363900,197.83,40
Kolkata,2023-12,Clothing,Digital,Low,1906370,0.13,0.112,241270,419809800,220.21,65
Delhi,2023-12,Electronics,Outdoor,High,2480610,0.07,0.128,339744,1579809600,636.86,53
Bangalore,2023-12,Clothing,Print,High,2999678,0.09,0.087,284459,517715380,172.59,40
Kanpur,2023-07,FMCG,Print,Medium,534281,0.26,0.112,75397,83690670,156.64,30
Chennai,2023-01,Clothing,Outdoor,High,2918566,0.2,0.052,182118,291388800,99.84,30
Pune,2023-09,Furniture,Radio,Low,677176,0.24,0.114,95725,291004000,429.73,30
Hyderabad,2023-07,Clothing,Print,Low,2014077,0.25,0.058,146020,219030000,108.75,22
Kanpur,2023-10,Furniture,TV,Medium,2210941,0.26,0.136,378866,1121443360,507.22,65
Pune,2023-12,Furniture,Print,High,2386504,0.19,0.033,93718,303646320,127.23,22
Bangalore,2023-09,FMCG,Radio,High,792042,0.09,0.054,46619,63634935,80.34,30
Chennai,2023-07,Clothing,Digital,High,878803,0.09,0.08,76631,139468420,158.7,40
Pune,2023-02,Clothing,Digital,Medium,2708336,0.19,0.119,383527,621313740,229.41,30
Pune,2023-06,Healthcare,Digital,High,914924,0.14,0.115,119946,361037460,394.61,40
Hyderabad,2023-10,Healthcare,Print,High,2312416,0.19,0.04,110071,312051285,134.95,65
Ahmedabad,2023-12,Electronics,Digital,High,745735,0.17,0.03,26175,108626250,145.66,53
Chennai,2023-11,Furniture,Radio,Low,1169772,0.2,0.053,74397,238070400,203.52,40
Kanpur,2023-04,FMCG,Radio,Medium,1315810,0.06,0.078,108791,153395310,116.58,22
Bangalore,2023-03,Healthcare,Print,Low,2690790,0.06,0.085,242440,797627600,296.43,30
Chennai,2023-02,Clothing,TV,Medium,2581973,0.23,0.07,222307,342352780,132.59,30
Delhi,2023-06,Electronics,Print,High,1365012,0.1,0.103,154655,695947500,509.85,30
Ahmedabad,2023-08,FMCG,Digital,Low,2235245,0.21,0.07,189325,224350125,100.37,40
Delhi,2023-06,Clothing,Print,High,976991,0.19,0.142,165091,267447420,273.75,65
Bangalore,2023-09,Clothing,Radio,High,2058479,0.3,0.047,125773,176082200,85.54,40
Hyderabad,2023-05,Furniture,Print,Medium,2706622,0.26,0.098,334213,989270480,365.5,22
Hyderabad,2023-02,Furniture,Print,High,2030492,0.15,0.096,224166,762164400,375.36,30
Bangalore,2023-08,Healthcare,TV,Low,760236,0.2,0.049,44701,125162800,164.64,40
Kolkata,2023-09,Healthcare,Radio,Medium,2829626,0.08,0.068,207807,669138540,236.48,30
Bangalore,2023-10,Clothing,Outdoor,Medium,1683034,0.15,0.061,118064,200708800,119.25,22
Ahmedabad,2023-04,Clothing,Outdoor,Low,1750624,0.23,0.034,73211,112744940,64.4,53
Mumbai,2023-06,Healthcare,Radio,High,2642655,0.21,0.077,246216,680787240,257.61,53
Hyderabad,2023-11,Healthcare,Outdoor,High,1132600,0.17,0.064,84809,246370145,217.53,53
Surat,2023-10,Clothing,Digital,High,981994,0.09,0.035,37463,68182660,69.43,30
Ahmedabad,2023-08,FMCG,Outdoor,High,674536,0.25,0.073,61551,69244875,102.66,40
Ahmedabad,2023-09,Clothing,Digital,High,830619,0.12,0.069,64190,112974400,136.01,30
Ahmedabad,2023-12,FMCG,Radio,Medium,1631334,0.26,0.028,57553,63883830,39.16,65
Pune,2023-05,FMCG,Outdoor,Medium,2755501,0.2,0.028,92584,111100800,40.32,40
Ahmedabad,2023-12,Clothing,Outdoor,Low,1373111,0.14,0.101,158100,271932000,198.04,22
Hyderabad,2023-06,Electronics,Digital,High,554012,0.06,0.109,64010,300847000,543.03,53
Mumbai,2023-11,Healthcare,Digital,High,1991119,0.11,0.142,313840,977611600,490.99,40
Mumbai,2023-04,Furniture,Print,High,2028317,0.27,0.022,56671,165479320,81.58,40
Ahmedabad,2023-05,Clothing,TV,Low,757638,0.25,0.027,25570,38355000,50.62,53
Delhi,2023-07,FMCG,Outdoor,High,2272634,0.19,0.017,45975,55859625,24.58,22
Hyderabad,2023-09,Clothing,TV,Medium,1027040,0.17,0.085,102139,169550740,165.09,30
Hyderabad,2023-10,Healthcare,TV,High,2098629,0.21,0.097,246316,681063740,324.53,30
Chennai,2023-11,FMCG,Outdoor,Low,2708345,0.17,0.066,209138,260376810,96.14,40
Kanpur,2023-06,Furniture,Digital,Medium,2597989,0.21,0.122,383515,1211907400,466.48,53
Kolkata,2023-06,Furniture,Print,Medium,2200841,0.13,0.106,263616,917383680,416.83,65
Kolkata,2023-08,Furniture,Radio,Medium,970795,0.26,0.148,181033,535857680,551.98,22
Delhi,2023-11,Electronics,Outdoor,High,1792338,0.23,0.029,63932,246138200,137.33,30
Kolkata,2023-04,FMCG,Outdoor,Low,743977,0.13,0.018,15132,19747260,26.54,22
Chennai,2023-03,FMCG,Radio,Low,1633845,0.26,0.048,98814,109683540,67.13,22
Bangalore,2023-07,Electronics,TV,High,1388046,0.17,0.013,21112,87614800,63.12,22
Kolkata,2023-05,FMCG,Print,Low,2634600,0.09,0.141,404911,552703515,209.79,53
Hyderabad,2023-02,Electronics,TV,Medium,715378,0.07,0.053,40569,188645850,263.7,53
Bangalore,2023-02,Clothing,Radio,Medium,1389411,0.22,0.087,147472,230056320,165.58,53
Kolkata,2023-11,Healthcare,Radio,Low,2941042,0.27,0.055,205431,524876205,178.47,40
Hyderabad,2023-06,Furniture,Print,Low,1752817,0.25,0.044,96404,289212000,165.0,53
Hyderabad,2023-08,Electronics,Radio,High,639384,0.21,0.031,23983,94732850,148.16,40
Ahmedabad,2023-01,Electronics,Radio,High,1865714,0.09,0.055,111849,508912950,272.77,30
Mumbai,2023-11,Electronics,Print,High,2337892,0.07,0.096,240148,1116688200,477.65,30
Delhi,2023-06,Clothing,Outdoor,High,1554199,0.14,0.146,258680,444929600,286.28,30
Chennai,2023-12,Electronics,TV,High,1558810,0.26,0.088,172840,639508000,410.25,30
Pune,2023-02,Healthcare,Outdoor,High,720708,0.29,0.085,79025,196377125,272.48,30
Kanpur,2023-02,Healthcare,Outdoor,Medium,2548490,0.11,0.015,42432,132175680,51.86,53
Kolkata,2023-07,Furniture,TV,Low,2381913,0.24,0.128,378057,1149293280,482.51,65
Kolkata,2023-10,Clothing,Outdoor,High,660492,0.19,0.016,12575,20371500,30.84,53
Bangalore,2023-01,Healthcare,Print,Medium,666885,0.06,0.137,96845,318620050,477.77,65
Bangalore,2023-06,FMCG,TV,Low,538353,0.19,0.085,54454,66161610,122.9,53
Kanpur,2023-07,FMCG,Digital,Low,2475449,0.25,0.034,105206,118356750,47.81,30
Kolkata,2023-08,FMCG,Outdoor,Low,1059273,0.12,0.073,86606,114319920,107.92,22
Surat,2023-07,Electronics,Radio,High,1852975,0.27,0.149,350638,1279828700,690.69,65
Chennai,2023-06,Electronics,TV,High,2658742,0.11,0.053,156413,696037850,261.79,22
Kolkata,2023-09,FMCG,Digital,High,938702,0.07,0.048,48211,67254345,71.65,30
Mumbai,2023-03,Furniture,Radio,Low,621282,0.09,0.027,18284,66553760,107.12,65
Kanpur,2023-11,Furniture,Digital,Low,1538978,0.26,0.094,182276,539536960,350.58,22
Surat,2023-06,Electronics,Outdoor,Medium,810027,0.15,0.022,20493,87095250,107.52,53
Chennai,2023-04,FMCG,Radio,Medium,1075854,0.25,0.117,157343,177010875,164.53,30
Kolkata,2023-02,Furniture,Outdoor,Medium,1024938,0.18,0.139,168110,551400800,537.98,53
Pune,2023-01,Electronics,Radio,Medium,2769161,0.17,0.14,453588,1882390200,679.77,53
Ahmedabad,2023-12,FMCG,TV,Low,526862,0.25,0.025,16464,18522000,35.16,30
Mumbai,2023-12,Clothing,Print,High,1821663,0.16,0.088,185955,312404400,171.49,65
Pune,2023-01,FMCG,Print,High,830878,0.25,0.024,24926,28041750,33.75,40
Bangalore,2023-11,FMCG,Digital,High,1546725,0.08,0.09,150341,207470580,134.14,40
Bangalore,2023-10,Healthcare,Radio,High,552879,0.21,0.124,82953,229365045,414.86,30
Kolkata,2023-03,Healthcare,Outdoor,Medium,2024362,0.23,0.085,211647,570388665,281.76,40
Bangalore,2023-04,Clothing,TV,Low,2993374,0.27,0.132,501809,732641140,244.75,22
Mumbai,2023-02,Clothing,TV,High,945272,0.11,0.122,128008,227854240,241.05,65
Chennai,2023-12,FMCG,TV,Low,2867801,0.2,0.049,168626,202351200,70.56,53
Hyderabad,2023-11,Furniture,Print,Medium,1131967,0.16,0.098,128682,432371520,381.96,53
Delhi,2023-11,Clothing,Outdoor,Medium,1742166,0.15,0.011,22038,37464600,21.5,30
Kanpur,2023-11,FMCG,TV,High,2011010,0.08,0.065,141172,194817360,96.88,53
Chennai,2023-01,Electronics,TV,High,1547109,0.08,0.043,71847,330496200,213.62,22
